row_id,TEXT,LABEL,source
375_nlpaug,"we can see the wheels turning , and we might miss it sometimes , but this is still a nice big picture , made by bright and friendly people with a lot of good friends .",1,nlpaug
376,... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,1,original
376_nlpaug,... as the story congeals you feel the pieces of the star wars saga fall into place in a way that makes your spine tingle with revelation and excitement .,1,nlpaug
377,i was surprised as the box seemed to be in good shape .,0,original
377_nlpaug,i was surprised as the box seemed to be in good shape .,0,nlpaug
378,that does not hold true for this product .,0,original
378_nlpaug,that does not hold true for this reason .,0,nlpaug
379,i had it professionally installed at a local bike shop .,0,original
379_nlpaug,i had it professionally installed at a local bike shop .,0,nlpaug
380,should have a wider design for different foods .,1,original
380_nlpaug,should have a wider design for different foods .,1,nlpaug
381,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .",1,original
381_nlpaug,"my goodness , queen latifah has a lot to offer . she seemed to have no problem flaunting her natural gifts .",1,nlpaug
382,it is worse then no lube because it gets soooo sticky .,0,original
382_nlpaug,it is worse then no lube and it gets soooo sticky .,0,nlpaug
383,"an impossible romance , but we root for the patronized iranian lad .",1,original
383_nlpaug,"an impossible romance , but a root for the patronized iranian lad .",1,nlpaug
384,"oh ,  and the battery life is pretty decent .",1,original
384_nlpaug,"oh , and the battery life is pretty decent .",1,nlpaug
385,gosling provides an amazing performance that dwarfs everything else in the film .,1,original
385_nlpaug,gosling provides an amazing performance that exceeds everything else in the film .,1,nlpaug
386,"while not as aggressively impressive as its american counterpart , `` in the bedroom , '' moretti 's film makes its own , quieter observations",1,original
386_nlpaug,"while not as aggressively impressive as its american counterpart , `` in the bedroom , '' moretti 's film makes its own , quieter .",1,nlpaug
387,"i did n't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood .",0,original
387_nlpaug,"i did not laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to act like laurel and hardy 'n ' hood .",0,nlpaug
388,"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .",1,original
388_nlpaug,"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .",1,nlpaug
389,i ve not been terribly impressed with this box .,0,original
389_nlpaug,i ve not been terribly impressed with the box .,0,nlpaug
390,"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",0,original
390_nlpaug,"the unceasing sadism is so graphically excessive , the director almost ends up exposing his own obsession .",0,nlpaug
391,i did not buy from a num_extend party seller .,0,original
391_nlpaug,he did not buy from a num_extend party seller .,0,nlpaug
392,but it didn t do anything for my face .,0,original
392_nlpaug,but it didn t do anything for my sanity .,0,nlpaug
393,"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .",0,original
393_nlpaug,"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .",0,nlpaug
394,try explaining to a two year old why her tattoo keeps  breaking  .,0,original
394_nlpaug,try explaining to a two year old why her tattoo keeps breaking .,0,nlpaug
395,"it is also , at times , curiously moving .",1,original
395_nlpaug,"it was also , at times , curiously moving .",1,nlpaug
396,i also love it because the jar is plastic .,1,original
396_nlpaug,i also like it because the jar is plastic .,1,nlpaug
397,a painfully leaden film destined for pre-dawn cable television slots .,0,original
397_nlpaug,a painfully leaden film destined for pre-dawn cable television distribution .,0,nlpaug
398,"we both use the blackberry num_num curve ,  which each use bluetooth version num_extend",1,original
398_nlpaug,"we both use the blackberry num_num curve , which each use bluetooth version num_extend",1,nlpaug
399,"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",1,original
399_nlpaug,"does what a true documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",1,nlpaug
400,i bought this toy for my boys a few years back .,0,original
400_nlpaug,i bought this toy for the boys a few years back .,0,nlpaug
401,i was bored after the first num_num minutes .,0,original
401_nlpaug,i was bored after the first num_num session .,0,nlpaug
402,"spyro games always used to be fun ,  but that tradition ends here .",0,original
402_nlpaug,"spyro had always used to be fun , but that tradition ends here .",0,nlpaug
403,this case is cute however the is the only good thing about it .,0,original
403_nlpaug,this case is cute however the is the only good thing about it .,0,nlpaug
404,u.s. audiences may find -lrb- attal and gainsbourg 's -rrb- unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .,1,original
404_nlpaug,u.s. audiences may find -lrb- attal and gainsbourg 's somewhat unfamiliar personas give the film an intimate and intimate reality that is a little closer to human nature than what hollywood typically concocts .,1,nlpaug
405,it is close to the old one i had for years .,1,original
405_nlpaug,it is close to the old one i had for christmas .,1,nlpaug
406,i would not buy this again in the future .,0,original
406_nlpaug,i would not buy this again in the future .,0,nlpaug
407,"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- .",0,original
407_nlpaug,"if this holiday movie is supposed to be a holiday , somebody bought it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- .",0,nlpaug
408,"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .",0,original
408_nlpaug,"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .",0,nlpaug
409,what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these bastions of individuality in an ikea world .,1,original
409_nlpaug,what 's most striking about this largely autobiographical film ... is the sense of isolation that permeates these bastions of individuality in the ikea world .,1,nlpaug
410,so i purchased another knife sharpener for this our num_num yankee swap .,1,original
410_nlpaug,so i needed another knife sharpener for this our num_num yankee swap .,1,nlpaug
411,you 'll have more fun setting fire to yourself in the parking lot .,0,original
411_nlpaug,you 'll have more fun setting fire to something in the parking lot .,0,nlpaug
412,it has a num_num year warranty on defects too .,1,original
412_nlpaug,it has a num_num year warranty on it too .,1,nlpaug
413,-lrb- u -rrb- nrelentingly stupid .,0,original
413_nlpaug,-lrb- u -rrb- be stupid .,0,nlpaug
414,it is a poor performer when it comes to odor retention and clumping .,0,original
414_nlpaug,it is a poor performer when it comes to odor retention and clumping .,0,nlpaug
415,effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,1,original
415_nlpaug,effectively feeds the audience with the chilling sights and sounds from within the camp to create a completely numbing experience .,1,nlpaug
416,hope this lasts longer than my last grinder so can buy as a gift .,1,original
416_nlpaug,hope this lasts longer than my last and so can buy you a gift .,1,nlpaug
417,the kids often appear to be reading the lines and are incapable of conveying any emotion .,0,original
417_nlpaug,the kids often appear to be reading the lines and are incapable of conveying any emotion .,0,nlpaug
418,"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",0,original
418_nlpaug,"flotsam in a sea of moviemaking , not big enough for us to worry about , causing significant harm and not smelly enough to bother us .",0,nlpaug
419,once it dies i will purchase a better unit .,1,original
419_nlpaug,once it dies i will be a better unit .,1,nlpaug
420,"the film would work much better as a video installation in a museum , where viewers would be free to leave .",0,original
420_nlpaug,"the film would work much better as a video installation in a museum , where viewers would be free to leave .",0,nlpaug
421,"exquisitely acted and masterfully if preciously interwoven ... -lrb- the film -rrb- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .",1,original
421_nlpaug,"exquisitely acted and masterfully if preciously interwoven ... -lrb- the film -rrb- addresses in a fascinating , intelligent manner the intermingling of race , politics and local history .",1,nlpaug
422,i must find a way to return them .,0,original
422_nlpaug,i must find a way to save them .,0,nlpaug
423,one corner is slightly taller than the other but its hardly noticeable .,1,original
423_nlpaug,one corner is slightly taller than the other but its hardly noticeable .,1,nlpaug
424,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,original
424_nlpaug,"the values that have held the enterprise crew together through previous adventures and perils are so again-courage , self-sacrifice and patience under pressure .",1,nlpaug
425,"a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",0,original
425_nlpaug,"a depressing confirmation of everything those of us who do n't object to the term `` unelected '' have suspected all along . george w. bush is an incurious , uncharismatic , overgrown little boy with a mean streak a mile long .",0,nlpaug
426,a moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,1,original
426_nlpaug,a moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,1,nlpaug
427,this pan is a bit heavier and truly nonstick .,1,original
427_nlpaug,this pan is a bit heavier and truly bigger .,1,nlpaug
428,wait for video -- and then do n't rent it .,0,original
428_nlpaug,wait for video -- and then do not rent it .,0,nlpaug
429,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",1,original
429_nlpaug,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",1,nlpaug
430,"in my experience ,  they are a constant source of problems .",0,original
430_nlpaug,"in my experience , they are a constant source of problems .",0,nlpaug
431,the complication is the heft of the phone .,1,original
431_nlpaug,the complication is the heft of the load .,1,nlpaug
432,i practically felt like i threw away my money on this one .,0,original
432_nlpaug,i practically felt like i threw all my money on this one .,0,nlpaug
433,"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1,original
433_nlpaug,"it 's a brave way to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1,nlpaug
434,also the headphones do not feel comfortable on your head .,0,original
434_nlpaug,also the headphones do not feel comfortable on your head .,0,nlpaug
435,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,original
435_nlpaug,"the director , david shainberg , has succeeded in focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,nlpaug
436,a process that takes a couple of minutes .,0,original
436_nlpaug,a process that takes a couple of minutes .,0,nlpaug
437,"finally , a genre movie that delivers -- in a couple of genres , no less .",1,original
437_nlpaug,"finally , a genre movie that delivers -- in a variety of genres , no less .",1,nlpaug
438,"so clich??d that , at one point , they literally upset an apple cart .",0,original
438_nlpaug,"and clich??d that , at one point , they had upset an apple cart .",0,nlpaug
439,you 'll be more entertained getting hit by a bus .,0,original
439_nlpaug,you 'll be more entertained getting hit by a bus .,0,nlpaug
440,"you have to pay attention to follow all the stories , but they 're each interesting .",1,original
440_nlpaug,"you have to pay attention to follow all the stories , but they 're each interesting .",1,nlpaug
441,"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",0,original
441_nlpaug,"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... the hilarity is completely unintentional .",0,nlpaug
442,the use of cgi and digital ink-and-paint make the thing look really slick .,1,original
442_nlpaug,the use of cgi and digital cameras make the thing look really slick .,1,nlpaug
443,there was nothing at all to indicate that belkin manufactured this item .,0,original
443_nlpaug,there was nothing at all to indicate that he manufactured this item .,0,nlpaug
444,i bought this product for feeding my num_num persian cats while on vacation .,0,original
444_nlpaug,i bought this product for feeding my num_num persian cats while on vacation .,0,nlpaug
445,apparently there are thirteen more words required to successfully submit this review .,1,original
445_nlpaug,apparently there are thirteen more words required to successfully submit this letter .,1,nlpaug
446,abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,0,original
446_nlpaug,abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs and the heavy breathing between the two artists .,0,nlpaug
447,has the feel of an unedited personal journal .,0,original
447_nlpaug,has the feel of an old personal journal .,0,nlpaug
448,"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",1,original
448_nlpaug,"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant for being overstated .",1,nlpaug
449,a waste of good performances .,0,original
449_nlpaug,a waste of good performances .,0,nlpaug
450,"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",1,original
450_nlpaug,"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , but attracts repeated viewings .",1,nlpaug
451,"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do .",0,original
451_nlpaug,"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do .",0,nlpaug
452,skip work to see it at the first opportunity .,1,original
452_nlpaug,skip work to see him at the first opportunity .,1,nlpaug
453,"if it 's possible for a sequel to outshine the original , then sl2 does just that .",1,original
453_nlpaug,"if it 's possible for a sequel to outshine the original , then sl2 does just that .",1,nlpaug
454,big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,0,original
454_nlpaug,big fat liar is just futile silliness looking to tap into my own sensibilities .,0,nlpaug
455,"we often cook sausages ,  hot dogs and hamburgers in it as well .",1,original
455_nlpaug,"we often cook sausages , hot dogs and hamburgers in it as well .",1,nlpaug
456,an unbelievably fun film just a leading man away from perfection .,1,original
456_nlpaug,an unbelievably fun . just a leading man away from perfection .,1,nlpaug
457,gave it to someone named happy on her birthday .,0,original
457_nlpaug,gave it to someone so happy on her birthday .,0,nlpaug
458,i have owned it for two years and it is a work horse .,1,original
458_nlpaug,i have owned it for two generations and it is a work horse .,1,nlpaug
459,i ve had this thermometer for about num_num years .,1,original
459_nlpaug,i ve had a thermometer for about num_num years .,1,nlpaug
460,i can carry it in my pocket and use it when i need to .,1,original
460_nlpaug,i can carry it in my pocket and use it if i need to .,1,nlpaug
461,when i contacted the company the response was that they shipped it .,0,original
461_nlpaug,when i contacted the company the response was that they shipped it .,0,nlpaug
462,"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",0,original
462_nlpaug,"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",0,nlpaug
463,"perhaps it won t rust ,  but upclose it looks a little cheesey .",0,original
463_nlpaug,"perhaps it won t rust , but upclose it looks a little cheesey .",0,nlpaug
464,"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",0,original
464_nlpaug,"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",0,nlpaug
465,"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",1,original
465_nlpaug,"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling awkward , as does the appropriately brief 40-minute running time .",1,nlpaug
466,he has not learnt that storytelling is what the movies are about .,0,original
466_nlpaug,he has not learnt that this is what the movies are about .,0,nlpaug
467,a mixed bag of a comedy that ca n't really be described as out of this world .,0,original
467_nlpaug,a mixed up of a comedy that ca n't really be described as out of this world .,0,nlpaug
468,"these are supposedly cotton ,  but they don t feel like it .",0,original
468_nlpaug,"these are supposedly cotton , but they don t feel like it .",0,nlpaug
469,begins as a promising meditation on one of america 's most durable obsessions but winds up as a slender cinematic stunt .,0,original
469_nlpaug,begins as a brief meditation on one of god 's most durable obsessions but winds up as a slender cinematic stunt .,0,nlpaug
470,it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,0,original
470_nlpaug,it would be hard to think of a recent movie that has worked this hard to have this much fun .,0,nlpaug
471,"as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .",0,original
471_nlpaug,"as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky ideas lifted from the screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .",0,nlpaug
472,"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",1,original
472_nlpaug,"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are the winning combination -- but fiennes steals ' red dragon ' right from under their noses .",1,nlpaug
473,no complaints and my wife loves the color .,1,original
473_nlpaug,no complaints and my wife likes the color .,1,nlpaug
474,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1,original
474_nlpaug,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1,nlpaug
475,how did it ever get made ?,0,original
475_nlpaug,how did they ever get made ?,0,nlpaug
476,"i 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s .",0,original
476_nlpaug,"i 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s .",0,nlpaug
477,"one minute , you think you 're watching a serious actioner ; the next , it 's as though clips from the pink panther strikes again and\/or sailor moon have been spliced in .",0,original
477_nlpaug,"one minute , you think you 're not a serious actioner ; the next , it 's as though clips from the pink panther strikes again and\/or sailor moon have been spliced in .",0,nlpaug
478,i could not tell a difference at all .,1,original
478_nlpaug,i could not tell the difference at all .,1,nlpaug
479,so i just thought maybe it ll help keep my acne away .,0,original
479_nlpaug,so i just thought maybe it ll help keep my acne away .,0,nlpaug
480,a modest and messy metaphysical thriller offering more questions than answers .,0,original
480_nlpaug,a dark and messy metaphysical thriller offering more questions than answers .,0,nlpaug
481,i don t think the saying  you get what you pay  .,0,original
481_nlpaug,i don t think the saying you get what you pay .,0,nlpaug
482,a blessed gift to film geeks and historians .,1,original
482_nlpaug,a blessed gift to film geeks and historians .,1,nlpaug
483,i had to buy one out on the road .,0,original
483_nlpaug,i had to find one out on the road .,0,nlpaug
484,they were awesome and they work great i like them a lot thank you .,1,original
484_nlpaug,they were awesome and they were . i like them a lot thank you .,1,nlpaug
485,impresses you with its open-endedness and surprises .,1,original
485_nlpaug,impresses you with its open-endedness and surprises .,1,nlpaug
486,my husband said it was obvious so i had to return it .,0,original
486_nlpaug,my husband said it was obvious so i had to return home .,0,nlpaug
487,obviously we all have our own preferences for taste .,0,original
487_nlpaug,obviously we all have our own preferences for taste .,0,nlpaug
488,the item was what i was looking for and arrived exactly as described .,1,original
488_nlpaug,the item was what i was looking for and arrived exactly as described .,1,nlpaug
489,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,original
489_nlpaug,it should be noted that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,nlpaug
490,i shall be ordering a second one in the not too distant future .,1,original
490_nlpaug,i shall be ordering a second one in the not too distant future .,1,nlpaug
491,"the film takes too long getting to the good stuff , then takes too long figuring out what to do next .",0,original
491_nlpaug,"the story takes too long getting to the good stuff , then takes too long figuring out what to do next .",0,nlpaug
492,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,1,original
492_nlpaug,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,1,nlpaug
493,"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,original
493_nlpaug,"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,nlpaug
494,the aluminum ones get stained and ugly after a few uses .,1,original
494_nlpaug,the aluminum can get stained and ugly after a few uses .,1,nlpaug
495,it creates heaping folds of foam andturns your coffee into a breve latte .,1,original
495_nlpaug,it creates heaping folds of foam andturns your coffee into a breve latte .,1,nlpaug
496,it s more powerful so i expect it to be a little louder .,1,original
496_nlpaug,it s more powerful so i expect it to be a little louder .,1,nlpaug
497,an original gem about an obsession with time .,1,original
497_nlpaug,an old gem about an obsession with time .,1,nlpaug
498,"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .",0,original
498_nlpaug,"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .",0,nlpaug
499,an incredibly clever and superbly paced caper filled with scams within scams within scams .,1,original
499_nlpaug,an incredibly clever and beautifully written caper filled with scams within scams within scams .,1,nlpaug
500,"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,original
500_nlpaug,"the year 's biggest surprise , a movie that deals with a real subject in an always present way .",1,nlpaug
501,worked best on older new england house with narrow staircase .,0,original
501_nlpaug,worked extensively on older new england house with narrow staircase .,0,nlpaug
502,the sound range and loudness is pretty impressive for the price and size .,1,original
502_nlpaug,the sound range and quality is pretty impressive for the price and size .,1,nlpaug
503,all came well sharpened and ready to go .,1,original
503_nlpaug,it came well sharpened and ready to go .,1,nlpaug
504,wish it had a crank or something to make it easier .,1,original
504_nlpaug,wish it had a crank or something to make it easier .,1,nlpaug
505,i wore my first one out by pouring hot gravies in it .,1,original
505_nlpaug,i wore my first one out by pouring hot gravies in it .,1,nlpaug
506,extremely confusing .,0,original
506_nlpaug,very confusing .,0,nlpaug
507,as the clock clicked by num_extend i still felt sluggish .,0,original
507_nlpaug,as the clock clicked by num_extend i still felt sluggish .,0,nlpaug
508,"all of them are utter garbage ,  not even decent polyester .",0,original
508_nlpaug,"all of them are just garbage , not even decent polyester .",0,nlpaug
509,"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1,original
509_nlpaug,"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1,nlpaug
510,"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc. .",0,original
510_nlpaug,"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc. .",0,nlpaug
511,things i notice so far : + bluetooth num_extend streaming is solid .,1,original
511_nlpaug,things i notice so far : + + num_extend streaming is solid .,1,nlpaug
512,good thing filters for num_num gallon tanks are cheap .,0,original
512_nlpaug,good thing filters for num_num gallon tanks are cheap .,0,nlpaug
513,it s not as bulky feel as the other cases available .,1,original
513_nlpaug,it s not as bulky feel as the other cases available .,1,nlpaug
514,"it works with all types ,  but works best with roma tomatoes .",1,original
514_nlpaug,"it works with all types , but works best with roma tomatoes .",1,nlpaug
515,"this is a fantastic idea ,  however it has some flaws .",0,original
515_nlpaug,"this is a fantastic idea , however it has some flaws .",0,nlpaug
516,"say this for the soundtrack , it drowns out the lousy dialogue .",0,original
516_nlpaug,"say this for the soundtrack , it drowns out the lousy dialogue .",0,nlpaug
517,the only thing is it stretches easily so be careful with that .,1,original
517_nlpaug,the only thing is it stretches easily so be careful with that .,1,nlpaug
518,"very easy to put on ,  no bubbles whatsoever .",1,original
518_nlpaug,"very easy to put together , no bubbles whatsoever .",1,nlpaug
519,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there .",1,original
519_nlpaug,"this may not have the dramatic gut-wrenching effect of other holocaust films , but it is a compelling story , mainly because of the way it 's told by the people who were there .",1,nlpaug
520,"get it ,  it s worth the price for sure .",1,original
520_nlpaug,"get it , it s worth the price for sure .",1,nlpaug
521,the cookbook that comes with it is adequate .,1,original
521_nlpaug,the food that comes with it is adequate .,1,nlpaug
522,offers that rare combination of entertainment and education .,1,original
522_nlpaug,offers that rare combination of entertainment and entertainment .,1,nlpaug
523,"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants ' so to be one of us may be the most tuneless tune ever composed .",0,original
523_nlpaug,"the story itself is uninteresting , and the songs are painfully undistinguished : we might be giants ' so to each one of us may be the most tuneless tune ever composed .",0,nlpaug
524,a psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .,1,original
524_nlpaug,a psychological thriller with a bad script and an obsessive-compulsive 's attention to detail .,1,nlpaug
525,"it is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness .",1,original
525_nlpaug,"it is wonderful , of course ... but it is also refreshing , disarming , and just outright enjoyable in its ridiculousness .",1,nlpaug
526,have been using it daily since it arrived .,1,original
526_nlpaug,have been using it ever since it arrived .,1,nlpaug
527,i paid $ for this when i bought a few other pieces .,1,original
527_nlpaug,i paid $ for this when i bought a few other pieces .,1,nlpaug
528,"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",0,original
528_nlpaug,"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",0,nlpaug
529,"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",1,original
529_nlpaug,"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",1,nlpaug
530,even legends like alfred hitchcock and john huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's ultimately rather inconsequential .,0,original
530_nlpaug,even legends like alfred hitchcock and john wayne occasionally directed trifles ... so it is no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's actually rather inconsequential .,0,nlpaug
531,"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0,original
531_nlpaug,"similarly , heartbreak hospital wants to convey the same kind of haughtiness with its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0,nlpaug
532,im thinking num_num gem stones in at least a num_num inch wheel .,0,original
532_nlpaug,im thinking of gem stones in at least a num_num inch wheel .,0,nlpaug
533,shame on what otherwise has been a reliable company with several other respectful products .,0,original
533_nlpaug,shame on what otherwise has been a reliable company with some very respectful products .,0,nlpaug
534,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,0,original
534_nlpaug,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,0,nlpaug
535,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,0,original
535_nlpaug,"absorbing and disturbing , perhaps more disturbing than originally thought -- but a little clarity would have gone a long way .",0,nlpaug
536,i ve not had this happen with my wusthofs .,0,original
536_nlpaug,i ve not had this happen with my parents .,0,nlpaug
537,"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,original
537_nlpaug,"sure , things happened , but you 'd be hard-pressed to say what or why .",0,nlpaug
538,we re too stupid to put together normal sounding sentences .,0,original
538_nlpaug,we re too stupid to put together normal sounding sentences .,0,nlpaug
539,"i have several of these ,  well worth it .",1,original
539_nlpaug,"i have several of these , well worth it .",1,nlpaug
540,"a sad , superior human comedy played out on the back roads of life .",1,original
540_nlpaug,"a sad , superior human comedy played out on the back roads of chicago .",1,nlpaug
541,"the cables seem rather basic and work well ,  except one problem .",0,original
541_nlpaug,"the cables seem rather basic and work well , except one problem .",0,nlpaug
542,the story and characters are nowhere near gripping enough .,0,original
542_nlpaug,the story and characters are nowhere near gripping enough .,0,nlpaug
543,i use this thing to core out the inside of a potato .,1,original
543_nlpaug,i use this thing to core out the inside of a potato .,1,nlpaug
544,a gas cooktop would be worse and a smooth cooktop probably much better .,1,original
544_nlpaug,a gas cooktop would be worse and a smooth cooktop probably was better .,1,nlpaug
545,open carefully and handle the zippers with care .,1,original
545_nlpaug,open carefully and handle the zippers with care .,1,nlpaug
546,"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie .",1,original
546_nlpaug,"for the first time in several years , mr. allen has surpassed himself with the romance he 's spun with the hollywood empress of ms. leoni 's ellie .",1,nlpaug
547,propelled not by characters but by caricatures .,0,original
547_nlpaug,propelled not by words but by caricatures .,0,nlpaug
548,warmed-over tarantino by way of wannabe elmore leonard .,0,original
548_nlpaug,"warmed-over , by way of wannabe elmore leonard .",0,nlpaug
549,never -lrb- sinks -rrb- into exploitation .,1,original
549_nlpaug,never -lrb- nor -rrb- into exploitation .,1,nlpaug
550,"despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1,original
550_nlpaug,"despite what anyone believes about the goal of the makers , this show ... represents a unique piece of theater , and there 's no denying the talent of the creative forces behind it .",1,nlpaug
551,"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years .",0,original
551_nlpaug,"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last ten years .",0,nlpaug
552,she handed it back to me and picked up her ginsu knife .,0,original
552_nlpaug,she handed it back to me and picked up the ginsu knife .,0,nlpaug
